OBJECTID,BasinCode,Description,Latitude,Longitude,Ecoregion,Planning_Segment,WebData,County,HUC8,Basin,Status,Title,AssessmentUnit,x,y
373,BNE027,Boone County Domestic Well 027,36.41,-93.10,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE027#display,05,11010003,BNE027,A,Water Quality Monitoring Station,,-10363659.447,4357107.839
374,BNE028,Carroll County Domestic Well 028,36.42,-93.30,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE028#display,08,11010001,BNE028,A,Water Quality Monitoring Station,,-10385853.22,4358136.989
375,BNE029,Boone County Domestic Well 029,36.45,-93.17,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE029#display,05,11010003,BNE029,A,Water Quality Monitoring Station,,-10371638.831,4362462.163
376,BNE030,Boone County Domestic Well 030,36.45,-93.08,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE030#display,05,11010003,BNE030,A,Water Quality Monitoring Station,,-10361248.267,4362911.938
377,BNE030A,Boone County Domestic Well 030A,36.45,-93.08,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE030A#display,05,11010003,BNE030A,A,Water Quality Monitoring Station,,-10361240.474,4362996.359
378,BNE032,Boone County Domestic Well 032,36.48,-93.20,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE032#display,05,11010001,BNE032,A,Water Quality Monitoring Station,,-10374622.194,4366676.94
379,BNE033,Boone County Domestic Well 033,36.49,-93.27,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE033#display,05,11010001,BNE033,A,Water Quality Monitoring Station,,-10382498.05,4367770.699
380,BNE036,Boone County PWS Well 036,36.46,-93.19,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE036#display,05,11010001,BNE036,A,Water Quality Monitoring Station,,-10373741.656,4363621.927
381,BNE037,Boone County Domestic Well 037,36.29,-93.24,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE037#display,05,11010001,BNE037,A,Water Quality Monitoring Station,,-10379146.218,4340536.023
382,BNE038,Boone County Domestic Well 038,36.35,-93.21,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE038#display,05,11010003,BNE038,A,Water Quality Monitoring Station,,-10375589.56,4348806.301
383,BNE039,Boone County Domestic Well 039,36.38,-93.13,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE039#display,05,11010003,BNE039,A,Water Quality Monitoring Station,,-10366875.468,4352576.042
384,BNE040,Boone County Domestic Well 040,36.35,-93.25,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE040#display,05,11010001,BNE040,A,Water Quality Monitoring Station,,-10380480.939,4349081.349
385,BNE040A,Boone County Poultry Well 040A,36.35,-93.27,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE040A#display,05,11010001,BNE040A,A,Water Quality Monitoring Station,,-10382791.933,4348267.282
386,BNE041,Boone County Unused Spring 041,36.35,-93.25,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE041#display,05,11010001,BNE041,A,Water Quality Monitoring Station,,-10380643.466,4348806.301
387,BNE042,Boone County Unused Spring 042,36.41,-93.10,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE042#display,05,11010003,BNE042,A,Water Quality Monitoring Station,,-10364370.779,4356683.204
388,BNE043,Boone County Unused Spring 043,36.44,-93.19,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE043#display,05,11010003,BNE043,A,Water Quality Monitoring Station,,-10373496.753,4361875.409
389,BNE044,Carroll County Domestic Spring 044,36.50,-93.21,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE044#display,08,11010003,BNE044,A,Water Quality Monitoring Station,,-10376313.138,4369379.697
390,BNE045,Boone County Domestic Well 045,36.49,-93.24,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE045#display,05,11010001,BNE045,A,Water Quality Monitoring Station,,-10379402.254,4368492.087
391,BNE046,Boone County Domestic Well 046,36.45,-93.08,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE046#display,05,11010003,BNE046,A,Water Quality Monitoring Station,,-10361544.376,4362913.322
392,BNE047,Boone County Domestic Well 047,36.42,-93.18,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE047#display,05,11010003,BNE047,A,Water Quality Monitoring Station,,-10372300.068,4358127.306
393,BNE048,Boone County Domestic Well 048,36.40,-93.10,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE048#display,05,11010003,BNE048,A,Water Quality Monitoring Station,,-10363671.692,4356171.452
394,BNE050,Boone County Domestic Well 050,36.37,-93.14,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE050#display,05,11010003,BNE050,A,Water Quality Monitoring Station,,-10367809.438,4352208.272
395,BNE055,Boone County Unused Spring 055,36.35,-93.25,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE055#display,05,11010001,BNE055,A,Water Quality Monitoring Station,,-10380793.747,4348831.179
396,BNE100,Boone County Domestic Spring 100,36.49,-93.27,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE100#display,05,11010001,BNE100,A,Water Quality Monitoring Station,,-10382680.614,4368353.621
397,BNE500,Boone County Domestic Well 500,36.35,-93.25,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BNE500#display,05,11010001,BNE500,A,Water Quality Monitoring Station,,-10380665.73,4348985.98
398,BRC0001,"BEAR CREEK NEAR HOLLIS,AR",34.86,-93.10,OUMT,3E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BRC0001#display,53,11110206,BRC0001,I,Water Quality Monitoring Station,AR_11110206_015,-10363567.039,4145062.727
399,BRC0002,"BEAR CREEK SOUTH OF HOLLIS,AR",34.83,-93.15,OUMT,3E,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BRC0002#display,53,11110206,BRC0002,I,Water Quality Monitoring Station,AR_11110206_015,-10369043.96,4141291.832
400,BRI0001,"Bridge Creek southwest of Lockesburg, AR",33.90,-94.23,GULF,1C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BRI0001#display,67,11140109,BRI0001,I,Water Quality Monitoring Station,AR_11140109_821,-10490003.744,4015088.118
401,BUF04S02,Boiling Spring,36.06,-93.14,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUF04S02#display,51,11010005,BUF04S02,A,Water Quality Monitoring Station,,-10368036.082,4309544.521
402,BUF14S02,Pyramid Spring at source,36.03,-92.71,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUF14S02#display,65,11010005,BUF14S02,A,Water Quality Monitoring Station,,-10320430.734,4304712.469
403,BUF14S03,Blue Heron Spring at source,36.07,-92.75,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUF14S03#display,45,11010005,BUF14S03,A,Water Quality Monitoring Station,,-10325192.984,4310717.065
404,BUF14S04,Lucky Dog Mine Spring at source,36.06,-92.74,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUF14S04#display,65,11010005,BUF14S04,A,Water Quality Monitoring Station,,-10323956.224,4309339.886
405,BUFCS500,John Eddings Cave Spring,36.00,-93.06,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFCS500#display,51,11010005,BUFCS500,A,Water Quality Monitoring Station,,-10359114.268,4300236.999
406,BUFCS501,Elm Spring,35.98,-93.06,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFCS501#display,51,11010005,BUFCS501,A,Water Quality Monitoring Station,,-10359114.267,4298407.159
407,BUFES001,Cemetery Spring,36.10,-92.95,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFES001#display,65,11010001,BUFES001,A,Water Quality Monitoring Station,,-10347670.622,4313784.671
408,BUFES002,West Fork Spring,36.09,-92.92,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFES002#display,65,11010003,BUFES002,A,Water Quality Monitoring Station,,-10343997.077,4313440.262
409,BUFES003,Glencoe Spring at source,36.10,-92.72,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFES003#display,65,11010003,BUFES003,A,Water Quality Monitoring Station,,-10321543.93,4314468.012
410,BUFES004,Dugger Spring at source,36.11,-92.90,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFES004#display,05,11010003,BUFES004,A,Water Quality Monitoring Station,,-10342106.872,4316190.328
411,BUFES005,Hull Spring at source,36.14,-92.78,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFES005#display,45,11010003,BUFES005,A,Water Quality Monitoring Station,,-10328470.231,4320325.008
412,BUFES006,Carpenter Spring at source,36.13,-92.87,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFES006#display,45,11010003,BUFES006,A,Water Quality Monitoring Station,,-10337839.995,4318524.849
413,BUFET001,Hog Creek below Springs,36.12,-93.00,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET001#display,05,11010003,BUFET001,A,Water Quality Monitoring Station,AR_11010003_951,-10352468.493,4317642.798
414,BUFET002,North Sylamore Cr. upstream of Cap Fork at Barkshed Rec Area,36.02,-92.25,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET002#display,69,11010004,BUFET002,A,Water Quality Monitoring Station,AR_11010004_009,-10269746.956,4303181.908
415,BUFET003,"Hock Creek near Wesley, Arkansas",36.02,-93.86,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET003#display,44,11010001,BUFET003,A,Water Quality Monitoring Station,,-10448470.447,4303691.143
416,BUFET004,"Kings River near Kingston, Arkansas",36.02,-93.54,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET004#display,44,11010001,BUFET004,A,Water Quality Monitoring Station,AR_11010001_042,-10412703.485,4303223.188
417,BUFET005,"Huzzah Creek near Olvey, Arkansas",36.23,-92.99,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET005#display,05,11010003,BUFET005,A,Water Quality Monitoring Station,AR_11010003_849,-10351611.334,4332330.049
418,BUFET006,"Clear Creek near Pyatt, Arkansas",36.22,-92.83,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET006#display,45,11010003,BUFET006,A,Water Quality Monitoring Station,AR_11010003_051,-10333321.536,4331433.072
419,BUFET007,"Hampton Creek near Pyatt, Arkansas",36.20,-92.80,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET007#display,45,11010003,BUFET007,A,Water Quality Monitoring Station,AR_11010003_052,-10330260.249,4327914.881
420,BUFET008,"Osage Creek above Berryville, Arkansas (aka ADEQ# WHI0068)",36.35,-93.59,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET008#display,08,11010001,BUFET008,A,Water Quality Monitoring Station,AR_11010001_045,-10418514.367,4348723.371
421,BUFET009,"Long Creek at Denver, Arkansas (aka ADEQ# WHI0071)",36.43,-93.31,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET009#display,08,11010001,BUFET009,A,Water Quality Monitoring Station,AR_11010001_054,-10386855.096,4359896.734
422,BUFET010,"Crooked Creek at Hwy. 14 nr Yellville, AR (ADEQ# WHI0048A)",36.22,-92.68,OZHI,4I,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET010#display,45,11010003,BUFET010,A,Water Quality Monitoring Station,AR_11010003_048,-10317057.754,4331364.078
423,BUFET011,"Yocum Creek near Oak Grove, Arkansas",36.45,-93.36,OZHI,4K,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFET011#display,08,11010001,BUFET011,A,Water Quality Monitoring Station,AR_11010001_052,-10392320.884,4363370.033
424,BUFP0585,Piezometer at Tyler Bend gravel bar on Buffalo River,35.99,-92.77,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFP0585#display,65,11010005,BUFP0585,A,Water Quality Monitoring Station,,-10326740.086,4299224.561
425,BUFP0601,Piezometer at Gilbert gravel bar on Buffalo River,35.99,-92.71,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFP0601#display,65,11010005,BUFP0601,A,Water Quality Monitoring Station,,-10320431.481,4299539.463
426,BUFP0675,Piezometer at Spring Creek on Buffalo River,36.03,-92.58,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFP0675#display,65,11010005,BUFP0675,A,Water Quality Monitoring Station,,-10306491.063,4304923.077
427,BUFP0730,Piezometer at Buffalo Point ON Buffalo River,36.08,-92.56,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFP0730#display,65,11010005,BUFP0730,A,Water Quality Monitoring Station,,-10303896.45,4311518.824
428,BUFP0790,Piezometer at Rush access on Buffalo River,36.11,-92.55,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFP0790#display,65,11010005,BUFP0790,A,Water Quality Monitoring Station,,-10302657.321,4315519.094
429,BUFR01,Buffalo River at Wilderness Boundaries,35.94,-93.41,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR01#display,51,11010005,BUFR01,A,Water Quality Monitoring Station,AR_11010005_014,-10397864.592,4292795.734
430,BUFR02,Buffalo River at Ponca,36.02,-93.35,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR02#display,51,11010005,BUFR02,A,Water Quality Monitoring Station,AR_11010005_012,-10392209.268,4303484.905
431,BUFR03,Buffalo River at Pruitt,36.06,-93.14,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR03#display,51,11010005,BUFR03,A,Water Quality Monitoring Station,AR_11010005_012,-10368075.544,4309060.113
432,BUFR0304,Buffalo River at the Crow Hole,36.07,-93.13,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0304#display,51,11010005,BUFR0304,A,Water Quality Monitoring Station,AR_11010005_012,-10366925.782,4309585.972
433,BUFR04,Buffalo River at Hasty,36.01,-93.08,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR04#display,51,11010005,BUFR04,A,Water Quality Monitoring Station,AR_11010005_011,-10361774.804,4301310.283
434,BUFR05,Buffalo River at Woolum,35.97,-92.89,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR05#display,65,11010005,BUFR05,A,Water Quality Monitoring Station,AR_11010005_006,-10340034.102,4296495.099
435,BUFR05.9,Buffalo River upstream of Dry Creek,35.98,-92.72,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR05.9#display,65,11010005,BUFR05.9,A,Water Quality Monitoring Station,AR_11010005_005,-10321989.207,4298530.975
436,BUFR0552,Buffalo River DS of Margaret White Spring near Woolum,35.97,-92.84,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0552#display,65,11010005,BUFR0552,A,Water Quality Monitoring Station,,-10335026.711,4296667.37
437,BUFR0580,Buffalo River near Baker Ford,35.98,-92.81,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0580#display,65,11010005,BUFR0580,A,Water Quality Monitoring Station,,-10331443.512,4298018.046
438,BUFR06,Buffalo River at Gilbert,35.98,-92.72,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR06#display,65,11010005,BUFR06,A,Water Quality Monitoring Station,AR_11010005_005,-10321176.575,4298517.218
439,BUFR06.1,Buffalo River downstream of Gilbert Spring,35.99,-92.71,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR06.1#display,65,11010005,BUFR06.1,A,Water Quality Monitoring Station,AR_11010005_005,-10320742.429,4299081.277
440,BUFR0605,Buffalo River DS of Bear Creek,36.00,-92.69,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0605#display,65,11010005,BUFR0605,A,Water Quality Monitoring Station,,-10318738.825,4300287.392
441,BUFR0611,Buffalo River DS of Sand Hole Road,36.01,-92.68,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0611#display,65,11010005,BUFR0611,A,Water Quality Monitoring Station,,-10317543.86,4301773.955
442,BUFR0625,Buffalo River DS of Tomahawk Creek,36.03,-92.68,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0625#display,65,11010005,BUFR0625,A,Water Quality Monitoring Station,,-10316601.986,4304074.54
443,BUFR0626,Buffalo River DS of Rocky Creek,36.02,-92.64,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0626#display,65,11010005,BUFR0626,A,Water Quality Monitoring Station,,-10312687.559,4303024.989
444,BUFR0675,Buffalo River DS of Spring Creek,36.03,-92.59,OZHI,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR0675#display,65,11010005,BUFR0675,A,Water Quality Monitoring Station,,-10307212.968,4304139.649
445,BUFR07,Buffalo River at Highway 14,36.07,-92.58,BOMT,4J,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=BUFR07#display,45,11010005,BUFR07,A,Water Quality Monitoring Station,AR_11010005_004,-10305647.502,4309914.149
